"","cells","pi"
"666","833",0.00475780320741561
"667","833",0.00283687943262411
"668","833",0.000379506641366224
"669","832",0.0179856115107914
"670","832",0.0040273556231003
"671","832",0.00252707581227437
"672","833",0.00169345083808536
"673","833",0.01216
"674","833",0.00602263931888545
"675","833",0.00283687943262411
"676","2130",0
"677","2238",0
"678","2129",0.00383435582822086
"679","917",0.00101317122593718
"680","1554",0.0251572327044025
"681","2231",0.000414593698175788
"682","2237",0.0141843971631206
"683","2237",0.00214018191546281
"684","917",0.0423116615067079
"685","2231",0
"686","2231",0.00384245917387128
"687","1555",0.00458190148911798
"688","1555",0.00312989045383412
"689","1555",0.00712074303405573
"690","996",0.00455927051671732
"691","2237",0.00131712259371834
"692","2237",0.00060790273556231
"693","1043",0
"694","2129",0.00102249488752556
"695","507",0.00838574423480084
"696","1385",0
"697","2231",0
"698","2237",0.00506585612968592
"699","2237",0.00911854103343465
"700","583",0.0151975683890578
"701","2231",0.00412505427702996
"702","2231",0
"703","996",0
"704","996",0.0262300948291286
"705","996",0
"706","1052",0
"707","1555",0.00283966797728266
"708","996",0.0361736334405145
"709","2943",0
"710","2072",0
"711","2231",0
"712","2874",0.00501848917062863
"713","2984",0
"714","3093",0.00182370820668693
"715","2872",0.00230061349693252
"716","623",0.0106382978723404
"717","669",0
"718","623",0.000940438871473354
"719","669",0
"720","2888",0.00212750212750213
"721","576",0.00102249488752556
"722","1860",0
"723","1679",0
"724","2079",0.00337423312883436
"725","1805",0
"726","2076",0.00152671755725191
"727","2018",0
"728","2337",0.0271143733567046
"729","1691",0.00111111111111111
"730","2124",0.0251644736842105
"731","2610",0.0086687306501548
"732","2778",0.00368098159509202
"733","1910",0
"734","1087",0.0480859010270775
"735","996",0
"736","996",0
"737","2337",0
"738","996",0.00163398692810458
"739","2237",0
"740","2347",0
"741","1801",0.00153374233128834
"742","468",0.00408997955010225
"743","2337",0.00192122958693564
"744","2337",0.000725689404934688
"745","1723",0
"746","2817",0.00609756097560976
"747","2337",0.000967585873246251
"748","2454",0.00202634245187437
"749","2166",0.000960614793467819
"750","2231",0.00297619047619048
"751","2929",0.00303951367781155
"752","2984",0.00405268490374873
"753","3094",0.0041994750656168
"754","2929",0.000759878419452888
"755","2984",0
"756","2929",0
"757","2929",0
"758","2984",0.00212992545260916
"759","3039",0.001085776330076
"760","832",0.000291928185666326
"761","832",0.000509597418039749
"762","2071",0.00191570881226054
"763","2654",0.15
"764","2231",0
"765","1500",0.00329489291598023
"766","1804",0.00227963525835866
"767","1500",0.000792393026941363
"768","1162",0
"769","1500",0.000943396226415094
"770","583",0.00101317122593718
"771","1331",0.01061388410786
"772","1500",0.00950871632329636
"773","583",0.00307328605200946
"774","1500",0.00609281825252787
"775","579",0.00901639344262295
"776","3148",0.00303951367781155
"777","832",0.00202634245187437
"778","833",0.0600303951367781
"779","1554",0
"780","996",0
"781","832",0.00716612377850163
"782","833",0
"783","996",0.00434310532030402
"784","942",0
"785","996",0.00309065934065934
"786","1051",0.00810536980749747
"787","1051",0.00202634245187437
"788","833",0
"789","942",0.000477783086478739
"790","996",0.0037914691943128
"791","2337",0
"792","3147",0
"793","3147",0.00113788487282463
"794","2434",0.00195978186775733
"795","2654",0.000877770463023919
"796","2872",0.00189891907683319
"797","583",0.00318979266347687
"798","568",0.00396694214876033
"799","3148",0.025062656641604
"800","3148",0.00101936799184506
"801","2557",0.0192502532928065
"802","2231",0.0364741641337386
"803","2166",0.00288184438040346
"804","2337",0.00288184438040346
"805","3094",0
"806","2231",0.000506585612968592
"807","2231",0.0643076923076923
"808","1052",0
"809","1052",0.00157232704402516
"810","2231",0.0151975683890578
"811","2231",0.000434216239687364
"812","520",0.00110192837465565
"813","583",0.00338028169014085
"814","833",0.00188323917137476
"815","942",0.00109439124487004
"816","2337",0.000960614793467819
"817","2237",0.00101317122593718
"818","2025",0.00512032770097286
"819","2130",0.00122887864823349
"820","2130",0.00798771121351767
"821","1587",0.00197530864197531
"822","2129",0.00389144905273938
"823","2237",0
"824","996",0
"825","996",0.0425531914893617
"826","1555",0
"827","996",0.00648148148148148
"828","1051",0.0419984387197502
"829","996",0.00101317122593718
"830","996",0.00405268490374873
"831","2337",0
"832","2231",0
"833","410",0.00213089802130898
"834","519",0.00305810397553517
"835","521",0.00799872909964653
"836","519",0.00551876379690949
"837","410",0.00635628557960767
"838","411",0.00653846153846154
"839","467",0.00918635170603675
"840","519",0.0165889061689995
"841","520",0.0091324200913242
"842","521",0.0112440645773979
"843","576",0.0161648177496038
"844","577",0.0138112331846695
"845","578",0.00697478991596639
"846","579",0.00429419735373824
"847","580",0.00401994171962223
"848","686",0.00710299340436327
"849","777",0.0141196013289037
"850","834",0.00896827956347073
"851","777",0.00731707317073171
"852","834",0.00696020424704166
"853","2071",0.0117078410311493
"854","410",0.00716930746403071
"855","411",0.00737092391304348
"856","458",0.0294187779433681
"857","465",0.00765098722415796
"858","467",0.00726318802299664
"859","519",0.00777674485125858
"860","521",0.00814980928832921
"861","522",0.0076665034724111
"862","523",0.00646987672748797
"863","576",0.00754447522314558
"864","577",0.00779895133804964
"865","578",0.00710491499965184
"866","579",0.00716379575085848
"867","580",0.0038109756097561
"868","631",0.00653772378516624
"869","632",0.00633056901223417
"870","634",0.0109649122807018
"871","686",0.00735365662770382
"872","689",0.00565340291367689
"873","742",0.00793650793650794
"874","744",0.00771552537257121
"875","777",0.0053680981595092
"876","834",0.0227832512315271
"877","996",0.00405268490374873
"878","1555",0.00506585612968592
"879","2231",0.00101317122593718
"880","2337",0
"881","2237",0.00202634245187437
"882","582",0.00303951367781155
"883","1696",0
"884","2291",0.00101781170483461
"885","2110",0
"886","2110",0.000962000962000962
"887","2067",0.000651405174018239
"888","2610",0
"889","2337",0.000960614793467819
"890","2079",0.000613496932515337
"891","2238",0
"892","2231",0.00455927051671732
"893","2231",0.00101317122593718
"894","3148",0.00246806039488966
"895","2337",0
"896","2231",0.00101317122593718
"897","1860",0.00191938579654511
"898","2129",0.00349761526232114
"899","976",0.00109289617486339
"900","834",0
"901","834",0.0233029381965552
"902","2231",0.00060882800608828
"903","583",0.00449335167354425
"904","776",0.000695410292072323
"905","834",0.000407000407000407
"906","943",0.00208333333333333
"907","2237",0.000994749930920144
"908","997",0
"909","574",0
"910","942",0
"911","997",0.00699088145896657
"912","833",0.00117577895355673
"913","2129",0
"914","1441",0
"915","1385",0.00101317122593718
"916","583",0
"917","1385",0.000929368029739777
"918","1779",0
"919","2129",0.00177304964539007
"920","564",0
"921","1557",0
"922","1613",0.00115740740740741
"923","725",0
"924","1891",0.00202634245187437
"925","833",0.00223338916806253
"926","506",0
"927","742",0.0020607934054611
"928","2337",0.00481000481000481
"929","2666",0.00302114803625378
"930","467",0.00728029121164847
"931","1555",0.0020066889632107
"932","1555",0.000763358778625954
"933","1555",0.00333625027346314
"934","1555",0.00125984251968504
"935","996",0
"936","1555",0
"937","972",0.00405268490374873
"938","1912",0.00105652403592182
"939","2075",0
"940","1912",0.00462249614791988
"941","917",0.00405268490374873
"942","1587",0.000841573742899221
"943","2079",0
"944","2129",0.00511247443762781
"945","2130",0.00306748466257669
"946","2238",0
"947","1587",0.000583917250583917
"948","834",0.0117238384715588
"949","2231",0
"950","2130",0.00103359173126615
"951","2022",0.000613496932515337
"952","2076",0
"953","2127",0
"954","2130",0
"955","2610",0.00140285246668225
"956","1805",0
"957","1848",0.00222222222222222
"958","1962",0.00483091787439614
"959","2610",0.00425950196592398
"960","2110",0
"961","2337",0.000960614793467819
"962","411",0.0230769230769231
"963","2610",0.00210970464135021
"964","2178",0
"965","2817",0.00330578512396694
"966","2778",0.00379783815366637
"967","2831",0.00102249488752556
"968","2018",0.0033003300330033
"969","2655",0.00796178343949045
"970","2434",0.00121580547112462
"971","2434",0
"972","2434",0.000533333333333333
"973","2765",0.00405268490374873
"974","2765",0.00405268490374873
"975","2655",0.0704225352112676
"976","2130",0.000613496932515337
"977","1969",0.00177304964539007
"978","2076",0.113131313131313
"979","1967",0
"980","1857",0
"981","1912",0.00508905852417303
"982","181",0.00308641975308642
"983","291",0.040992448759439
"984","176",0
"985","1723",0
"986","2076",0.103015075376884
"987","291",0.0011001100110011
"988","614",0.00303951367781155
"989","2337",0.00101317122593718
"990","2071",0.00228658536585366
"991","522",0.00987654320987654
"992","576",0.0101471334348047
"993","577",0.00764452938365982
"994","578",0.0101471334348047
"995","580",0.0111618467782851
"996","744",0.00202942668696093
"997","834",0.00424736663268773
"998","576",0.00757097791798107
"999","577",0.00933640003407445
"1000","744",0.00992685475444096
"1001","834",0.00860832137733142
"1002","2231",0.000960614793467819
"1003","2232",0.00288184438040346
"1004","2337",0.000960614793467819
"1005","3148",0.00911854103343465
"1006","1900",0.00142493638676845
"1007","832",0
"1008","996",0.0384384384384384
"1009","2166",0
"1010","2337",0.00240153698366955
"1011","2778",0.00864553314121037
"1012","2227",0.00101317122593718
"1013","2231",0.000434216239687364
"1014","577",0.00102092904543134
"1015","834",0.0109582059123344
"1016","2337",0.000977517106549365
"1017","1438",0.00152439024390244
"1018","2817",0.00126182965299685
"1019","1043",0.00351366424986057
"1020","522",0.0156355455568054
"1021","577",0.00582881272034831
"1022","632",0.0131912734652461
"1023","744",0
"1024","2237",0.000506585612968592
"1025","2557",0.00101317122593718
"1026","2337",0.00288184438040346
"1027","1051",0.000759878419452888
"1028","1900",0.000810536980749747
"1029","1954",0.000911854103343465
"1030","832",0
"1031","833",0.000759878419452888
"1032","2455",0.00810536980749747
"1033","2455",0
"1034","411",0
"1035","2067",0
"1036","1804",0.00328407224958949
"1037","2124",0
"1038","583",0
"1039","583",0
"1040","583",0.00060790273556231
"1041","2337",0
"1042","1555",0.00457317073170732
"1043","996",0.00158227848101266
"1044","2110",0.00192122958693564
"1045","1555",0.00202634245187437
"1046","1555",0
"1047","1555",0
"1048","996",0.00101317122593718
"1049","1915",0.00861195542046606
"1050","2237",0.00121580547112462
"1051","2166",0.00120772946859903
"1052","2129",0.00334136722173532
"1053","2238",0.00102249488752556
"1054","2341",0.00101317122593718
"1055","1051",0
"1056","1084",0.00506585612968592
